numeroDeclarationActivite,denomination,region,categories_soft,nb_stagiaires,effectif_formateurs,production_estimee
2.8760572876E10,ASSOCIATION LA CLE,Normandie,Comportementales,197,7,14.82
2.6210222121E10,ASSOCIATION SOLIDARITE FEMMES,Bourgogne-Franche-Comté,Comportementales,203,7,14.85
3.2591152759E10,ASS SERVICE CONTROLE JUDICIAIRE ENQUETES,Hauts-de-France,Enseignement,435,7,15.81
2.6710239771E10,ATELIERS DES FORGES,Bourgogne-Franche-Comté,RH gestion,23,7,14.10
1.1753610075E10,ATORG,Île-de-France,Comportementales,95,7,14.40
7.540015444E10,AUTO CLUB LANDES COTE D ARGENT,Nouvelle-Aquitaine,Enseignement,935,7,17.90
5.3560951356E10,AUTO ECOLE 2000,Bretagne,Enseignement,71,7,14.30
4.1540321854E10,AUTO ECOLE A PLUS,Grand Est,Enseignement,130,7,14.54
7.5331570833E10,AUTO ECOLE ARTIGUES,Nouvelle-Aquitaine,Enseignement,296,7,15.23
7.5170265817E10,AUTO ECOLE BENETEAU,Nouvelle-Aquitaine,Enseignement,61,7,14.25
2.6710250171E10,AUTO ECOLE DE CHALON ROCHE,Bourgogne-Franche-Comté,Enseignement,179,7,14.75
1.1950726495E10,AUTO ECOLE DES CHENES BRUNS,Île-de-France,Enseignement,406,7,15.69
8.4740370474E10,AUTO ECOLE DES CREUSETTES,Auvergne-Rhône-Alpes,Enseignement,132,7,14.55
1.1930732493E10,AUTO ECOLE DU GLOBE,Île-de-France,Enseignement,306,7,15.28
7.5170237717E10,AUTO ECOLE DU LITTORAL,Nouvelle-Aquitaine,Enseignement,226,7,14.94
7.5640611764E10,AUTO-ECOLE DU PARC,Nouvelle-Aquitaine,Enseignement,10,7,14.04
8.4740350374E10,AUTO-ECOLE FAURE,Auvergne-Rhône-Alpes,Enseignement,489,7,16.04
1.1756514775E10,AUTO ECOLE GP CONDUITE,Île-de-France,Enseignement,502,7,16.09
5.3220896922E10,AUTO-ECOLE JULIEN BRUNET,Bretagne,Enseignement,436,7,15.82
3.2591185459E10,AUTO ECOLE SEBASTOPOL,Hauts-de-France,Enseignement,230,7,14.96
7.6820102482E10,AUTO ECOLE SENS UNIQUE SARL,Occitanie,Enseignement,42,7,14.18
3.2591009359E10,AUTO MOTO ECOLE DOMINIQUE FORMATION,Hauts-de-France,Enseignement,199,7,14.83
1.1931074693E10,AUTO-MOTO ECOLE NEUILLY RER,Île-de-France,Enseignement,213,7,14.89
4.973279697E9,A'VENIR SAS,La Réunion,Enseignement,92,7,14.38
1.1756508775E10,AVISEA,Île-de-France,RH gestion,395,7,15.65
5.2440740644E10,AXESS CONSEIL ET FORMATION,Pays de la Loire,"Comportementales, Orientation",589,7,16.45
1.1922328692E10,AYMOND CAP,Île-de-France,RH gestion,2,7,14.01
4.4670755767E10,BCE,Grand Est,Enseignement,13,7,14.05
8.2730019373E10,BDO Software & Services,Auvergne-Rhône-Alpes,RH gestion,155,7,14.65
9.130037853E10,BENTEN-DO INSTITUTE,Occitanie,Comportementales,685,7,16.85
5.2440422944E10,Bertrand Henot Formation (Anciennement Hexafor),Pays de la Loire,Comportementales,597,7,16.49
1.1930829693E10,BIM AUTO ECOLE,Île-de-France,Enseignement,400,7,15.67
1.1755348875E10,C3,Île-de-France,RH gestion,1275,7,19.31
7.2470125347E10,CABINET AZAIS PREVENTION ET EXPERTISE,Nouvelle-Aquitaine,Enseignement,2135,7,22.90
7.3310611031E10,CABINET MBA,Occitanie,Comportementales,560,7,16.33
1.1755139375E10,CAMINOSCOPE ASSOCIES,Île-de-France,Orientation,32,7,14.13
7.6820105382E10,CAP - INNOVE FORMATION SARL,Occitanie,Comportementales,106,7,14.44
2.4370236437E10,CAP TFA,Centre-Val de Loire,Comportementales,640,7,16.67
1.1755486675E10,CARINEL,Île-de-France,Comportementales,900,7,17.75
7.2640256064E10,CARRIERES ET INSERTION / C ET I,Nouvelle-Aquitaine,Orientation,413,7,15.72
7.5790138979E10,CATTUS FORMATION,Nouvelle-Aquitaine,Enseignement,9,7,14.04
1.1788193578E10,C.B.P SOCIAL CONSULT,Île-de-France,Orientation,79,7,14.33
9.3840505584E10,CCLAIR CONSEIL ET FORMATION,Provence-Alpes-Côte d'Azur,RH gestion,108,7,14.45
7.5190105719E10,CCM,Nouvelle-Aquitaine,Enseignement,51,7,14.21
5.4790109179E10,CEDRIC FORESTIER,Nouvelle-Aquitaine,Enseignement,45,7,14.19
1.1770632177E10,CEFORAS  FORMATION,Île-de-France,Enseignement,81,7,14.34
7.540015714E10,CEFSSA 40,Nouvelle-Aquitaine,Enseignement,249,7,15.04
5.2850255185E10,CENTRE DE FORMATION A LA SECURITE ROUTIERE,Pays de la Loire,Enseignement,65,7,14.27
4.2680163768E10,CENTRE DE FORMATION DE SECOU RISME DU VAL DE MUNSTER CFSVM,Grand Est,Enseignement,706,7,16.94
1.1756668075E10,CER BOBILLOT FORMATIONS,Île-de-France,Enseignement,22,7,14.09
9.3840387684E10,CER ORANGE AUTO ECOLE,Provence-Alpes-Côte d'Azur,Enseignement,138,7,14.57
1.1756401975E10,CFAMC,Île-de-France,RH gestion,181,7,14.75
9.3131663313E10,C.F.D.,Provence-Alpes-Côte d'Azur,RH gestion,49,7,14.20
7.3650012365E10,CFM BOURIETTE GERARD,Occitanie,Enseignement,933,7,17.89
9.3130445513E10,CFMSS CTRE DEPARTEMENTAL FORMA TION SPORTIFS ET MONITEURS,Provence-Alpes-Côte d'Azur,Enseignement,541,7,16.25
1.1950466195E10,C FORMAT PRO CONSEIL,Île-de-France,RH gestion,257,7,15.07
5.3220908122E10,CFR TREGUEUX,Bretagne,Enseignement,43,7,14.18
9.1340866334E10,CHANGEO CONSEIL,Occitanie,Orientation,168,7,14.70
9.3131808813E10,CHOURAQUI JOSE PAUL,Provence-Alpes-Côte d'Azur,Enseignement,40,7,14.17
8.4691488769E10,CIME COMPETENCES,Auvergne-Rhône-Alpes,"Comportementales, Orientation",194,7,14.81
1.1755678875E10,CLEVERWAY,Île-de-France,RH gestion,33,7,14.14
2.2020107202E10,CO2 DEVELOPPEMENT RH,Hauts-de-France,RH gestion,170,7,14.71
1.1755852075E10,COHAERENS,Île-de-France,"RH gestion, Comportementales",263,7,15.10
7.5331494833E10,COLBERT ECOLE DU LUXE,Nouvelle-Aquitaine,Comportementales,71,7,14.30
1.1950841495E10,COMITE DEPARTEMENTAL DU VAL D'OISE DE TENNIS,Île-de-France,Enseignement,153,7,14.64
8.4010218401E10,COMPETENCES&VOUS,Auvergne-Rhône-Alpes,"Comportementales, Orientation",102,7,14.43
8.4691864769E10,COMP' & SENS,Auvergne-Rhône-Alpes,"Comportementales, Orientation",63,7,14.26
5.3290820029E10,CORNOUALIA,Bretagne,RH gestion,69,7,14.29
1.1922223692E10,CSR ISSY LES MOULINEAUX,Île-de-France,Enseignement,430,7,15.79
8.4260254526E10,C.T.C.,Auvergne-Rhône-Alpes,RH gestion,1823,7,21.60
8.3630424463E10,CTRE INFORMATION DROITS FEMMES DU PDD,Auvergne-Rhône-Alpes,Orientation,126,7,14.53
1.1770468177E10,DISCERNYS,Île-de-France,Comportementales,211,7,14.88
1.1753975775E10,DODECA,Île-de-France,Comportementales,363,7,15.51
1.1941178294E10,D.O.H CONSULTANTS,Île-de-France,RH gestion,423,7,15.76
5.2440891044E10,DROUET SEVERINE,Pays de la Loire,"Enseignement, Comportementales, Orientation",144,7,14.60
9.3131695013E10,D'SUP FORMATION SAS,Provence-Alpes-Côte d'Azur,RH gestion,114,7,14.47
1.1930731493E10,DTHINKING,Île-de-France,Comportementales,267,7,15.11
1.1931021693E10,DTHINKING NETWORK,Île-de-France,Comportementales,316,7,15.32
9.8970404897E10,DUBIN BENOIT CONSEIL REUNION - VAKOM REUNION,La Réunion,RH gestion,445,7,15.85
1.1922694792E10,DULYTECH,Île-de-France,Comportementales,41,7,14.17
7.5240196124E10,E.C.O. 24,Nouvelle-Aquitaine,Enseignement,135,7,14.56
3.1620271062E10,ECO-EFFICACITE CALAIS,Hauts-de-France,Enseignement,539,7,16.25
1.1910818891E10,ECOLE DE CONDUITE AB2C,Île-de-France,Enseignement,475,7,15.98
7.6341107534E10,ECOLE DE CONDUITE DE RAMBOUILLET,Occitanie,Enseignement,143,7,14.60
9.3840128584E10,ECOLE DE CONDUITE LIMBERT,Provence-Alpes-Côte d'Azur,Enseignement,270,7,15.12
7.540018864E10,ECOLE DE CONDUITE PHILIPPE BERTRAND,Nouvelle-Aquitaine,Enseignement,564,7,16.35
1.1754462575E10,ECOLE DE FORMATION LES AILES DU YOGA,Île-de-France,Enseignement,20,7,14.08
9.3131727013E10,ECOLE DE SOPHROLOGIE AIX MARSEILLE SAM,Provence-Alpes-Côte d'Azur,Comportementales,43,7,14.18
1.1755081075E10,ECOLE DE TAXI HOCINE YOUSFI,Île-de-France,Enseignement,1385,7,19.77
4.4670671667E10,EDIFIS,Grand Est,Orientation,124,7,14.52
1.1940347094E10,EK FRANCE SARL,Île-de-France,RH gestion,202,7,14.84
8.4692454069E10,ELEGANCE,Auvergne-Rhône-Alpes,RH gestion,27,7,14.11
4.2670432367E10,EMKA SARL,Grand Est,Enseignement,127,7,14.53
1.1752510575E10,EMPREINTES-ACCOMPAGNER LE DEUIL,Île-de-France,Comportementales,210,7,14.88
7.2330873333E10,EMPRISE,Nouvelle-Aquitaine,Orientation,317,7,15.32
2.4450211645E10,ENERGIA SARL,Centre-Val de Loire,"RH gestion, Enseignement",105,7,14.44
1.1921852992E10,EPOKE,Île-de-France,Comportementales,75,7,14.31
4.2680221168E10,EQUIPE ET DEVELOPPEMENT EST,Grand Est,Comportementales,379,7,15.58
2.1520022852E10,ERGOTEAM FRANCE,Grand Est,Enseignement,726,7,17.02
9.3131755613E10,ESPACE DES POSSIBLES FORMATIONS,Provence-Alpes-Côte d'Azur,Enseignement,303,7,15.26
1.1930765593E10,ESR ROOSEVELT,Île-de-France,Enseignement,180,7,14.75
4.4670649867E10,EUROBOGEN,Grand Est,"RH gestion, Enseignement, Comportementales",499,7,16.08
4.973153597E9,EVOLI,La Réunion,Enseignement,60,7,14.25
8.2691230369E10,EVOVENTES,Auvergne-Rhône-Alpes,RH gestion,89,7,14.37
8.2380393838E10,EXECO,Auvergne-Rhône-Alpes,RH gestion,1123,7,18.68
1.1788571878E10,FACE YVELINES,Île-de-France,Orientation,23,7,14.10
7.3310676031E10,FAIRE FACE ASSOCIATION,Occitanie,Comportementales,283,7,15.18
3.280023578E10,FDSEA Conseil,Hauts-de-France,RH gestion,90,7,14.38
7.3810040881E10,FDSEA TARN,Occitanie,RH gestion,112,7,14.47
2.7250318925E10,FEDERATION REGIONALE DES COOPERATIVES LAITIERES DU MASSIF JURASSIEN -  FRCL MASSIF JURASSIEN,Bourgogne-Franche-Comté,RH gestion,69,7,14.29
1.1756213575E10,FOPP,Île-de-France,Comportementales,324,7,15.35
9.5970166897E10,FOR-DA,Guadeloupe,Comportementales,104,7,14.43
1.1756436575E10,FORMADEP,Île-de-France,Comportementales,7,7,14.03
1.1910763291E10,FORMAGOGY,Île-de-France,RH gestion,96,7,14.40
5.4860138486E10,FORMEXPERT,Nouvelle-Aquitaine,Enseignement,5067,7,35.11
1.1930840693E10,FRENCH PERMIS,Île-de-France,Enseignement,624,7,16.60
5.3350056335E10,FRMF BRETAGNE (FEDERATION REGIONALE MAISONS FAMILIALES RURALES),Bretagne,Comportementales,409,7,15.70
1.1922747692E10,GEMEFORME,Île-de-France,RH gestion,101,7,14.42
7.630043113E10,GROUPE AVENIR PERFORMANCE,Occitanie,Orientation,124,7,14.52
5.3351004835E10,HAPPYFIZZ,Bretagne,Comportementales,406,7,15.69
1.1788594778E10,HAUREA,Île-de-France,"Comportementales, Orientation",55,7,14.23
9.3060696606E10,HCD INSTITUTE,Provence-Alpes-Côte d'Azur,Comportementales,335,7,15.40
9.3060748006E10,HELENE SEJOURNE,Provence-Alpes-Côte d'Azur,"RH gestion, Comportementales, Orientation",50,7,14.21
7.5170222417E10,H.M.CONSULTING,Nouvelle-Aquitaine,Orientation,142,7,14.59
1.1930850993E10,HOPE FORMATIONS,Île-de-France,"Enseignement, Orientation",46,7,14.19
5.4860106386E10,HOREA COMPETENCES & FORMATIONS,Nouvelle-Aquitaine,"Comportementales, Orientation",77,7,14.32
5.2850247985E10,HSC FORMATION,Pays de la Loire,Enseignement,379,7,15.58
2.8140355014E10,HUMAN CONSEIL ET FORMATION,Normandie,RH gestion,66,7,14.28
2.8140296314E10,HUMAN D&P,Normandie,Comportementales,1299,7,19.41
4.1570354257E10,HYFEN,Grand Est,Comportementales,80,7,14.33
6.973510297E9,HYS CONSULTING,Mayotte,Orientation,148,7,14.62
1.1930981093E10,ICI C'EST PERMIS,Île-de-France,Enseignement,480,7,16.00
7.6341032934E10,INNERSHIP,Occitanie,Comportementales,20,7,14.08
5.2440804644E10,INOV-ON EXPERIENCE,Pays de la Loire,RH gestion,33,7,14.14
7.6110187311E10,INSTITUT AT-TALENTS,Occitanie,Comportementales,379,7,15.58
1.1753352175E10,INSTITUT DE FORMATION DES ELUS LOCAUX,Île-de-France,RH gestion,506,7,16.11
1.1922797392E10,INSTITUT DE FORMATION PROFESSIONNELLE EN SECURITE,Île-de-France,Enseignement,171,7,14.71
5.3220879522E10,INSTITUT D'ETUDES PRATIQUES,Bretagne,RH gestion,175,7,14.73
1.1754662075E10,INSTITUT EUROPEEN DIETETIQUE MICRONUTRIT,Île-de-France,Enseignement,283,7,15.18
3.2020167202E10,INSTITUTION ST CHARLES,Hauts-de-France,Enseignement,121,7,14.50
8.2380330438E10,JCMH,Auvergne-Rhône-Alpes,Comportementales,277,7,15.15
1.1756890375E10,JEAN LOUIS FERREIN & ASSOCIES,Île-de-France,RH gestion,72,7,14.30
1.1753492175E10,JMB CONSULTANTS,Île-de-France,Enseignement,186,7,14.78
7.5470180547E10,JMC,Nouvelle-Aquitaine,Enseignement,28,7,14.12
1.1950841695E10,KAS CONDUITE,Île-de-France,Enseignement,645,7,16.69
8.4691671269E10,KASOO,Auvergne-Rhône-Alpes,"RH gestion, Comportementales",449,7,15.87
9.3130975613E10,KOHESION,Provence-Alpes-Côte d'Azur,RH gestion,149,7,14.62
1.1920462992E10,KRENO CONSULTING,Île-de-France,"RH gestion, Comportementales",324,7,15.35
7.6810140581E10,LAPEYRE JACQUES,Occitanie,Enseignement,313,7,15.30
8.4380894138E10,LASER PERMIS,Auvergne-Rhône-Alpes,Enseignement,33,7,14.14
4.2670509167E10,L'ATELIER,Grand Est,RH gestion,280,7,15.17
8.2380556338E10,LEGIS ASSUR,Auvergne-Rhône-Alpes,RH gestion,830,7,17.46
1.1922574292E10,LE LABORATOIRE NARRATIF,Île-de-France,RH gestion,58,7,14.24
9.3060983106E10,LE PRACTICE,Provence-Alpes-Côte d'Azur,Comportementales,1705,7,21.10
5.2490229849E10,LES ATELIERS PEDAGOGIQUES,Pays de la Loire,RH gestion,911,7,17.80
1.1753940075E10,LES ENTREPRISES POUR LA CITE,Île-de-France,RH gestion,538,7,16.24
8.2691296069E10,les Formateurs Associés de l’Institut Français de Yoga (FA-IFY),Auvergne-Rhône-Alpes,Enseignement,187,7,14.78
7.5640481064E10,LES ZEBRES NOMADES,Nouvelle-Aquitaine,Enseignement,209,7,14.87
9.3830684683E10,LE TEMPS D'1 PARENTHESE,Provence-Alpes-Côte d'Azur,RH gestion,68,7,14.28
7.6340981234E10,LE VILLAGE,Occitanie,Enseignement,382,7,15.59
1.1788515778E10,L'EXTER RH,Île-de-France,RH gestion,41,7,14.17
7.5860173486E10,LUDOVIC CHARGELEGUE SAS,Nouvelle-Aquitaine,Enseignement,507,7,16.11
3.1590744759E10,LÜMAN,Hauts-de-France,"Comportementales, Orientation",157,7,14.65
8.4691568569E10,LYON PERMIS,Auvergne-Rhône-Alpes,Enseignement,107,7,14.45
1.1788099878E10,LYRE FORMATION,Île-de-France,Enseignement,74,7,14.31
5.3351113035E10,Madame GERALDINE BOULAY,Bretagne,Enseignement,65,7,14.27
7.6341009834E10,Madame LEA BAGES,Occitanie,"RH gestion, Comportementales",197,7,14.82
5.2720192572E10,Madame MARIE ASTRID CHEVE,Pays de la Loire,Orientation,95,7,14.40
7.6310974431E10,Madame SANDRINE MOREL,Occitanie,Orientation,659,7,16.75
9.1340646034E10,Madame VERONIQUE SOULAS,Occitanie,RH gestion,124,7,14.52
7.6820104182E10,MARION ZAIA,Occitanie,Orientation,66,7,14.28
1.1755944675E10,MEDESIM,Île-de-France,Enseignement,174,7,14.72
1.1756617175E10,ME FORMATION,Île-de-France,Enseignement,787,7,17.28
3.2591004959E10,MON CAMPUS TERTIAIRE,Hauts-de-France,RH gestion,39,7,14.16
9.6973046097E10,Monsieur STEPHANE VAITI,Guyane,"RH gestion, Enseignement",269,7,15.12
1.1940722194E10,MOORTGAT ENERGIE,Île-de-France,"RH gestion, Comportementales",238,7,14.99
8.4692143769E10,M'O TRANSITION,Auvergne-Rhône-Alpes,Orientation,5,7,14.02
1.973139597E9,MRH ANTILLES,Guadeloupe,RH gestion,21,7,14.09
1.1755808075E10,MVT  FRANCAIS PLANNING FAMILIAL - FEDERATION REGIONALE  ILE-DE-FRANCE,Île-de-France,Comportementales,124,7,14.52
1.1756540475E10,MY SUCCESS COMPANY,Île-de-France,"Enseignement, Orientation",60,7,14.25
8.4691738869E10,MY TEAM,Auvergne-Rhône-Alpes,RH gestion,243,7,15.01
4.2680208868E10,NETIONE,Grand Est,Comportementales,203,7,14.85
9.3060924406E10,NEXT FEELING,Provence-Alpes-Côte d'Azur,Orientation,148,7,14.62
8.4730214473E10,OFFICES DE TOURISME 73 SAVOIE MONT BLANC,Auvergne-Rhône-Alpes,RH gestion,117,7,14.49
5.4790050579E10,OGEC ETS. CATHOLIQUES D'ENSEI GNEMENT SECONDAIRE DE NIORT,Nouvelle-Aquitaine,Orientation,16,7,14.07
2.550004025E10,OGEC NOTRE DAME DE LA PROVIDENCE,Normandie,Enseignement,384,7,15.60
4.4540426254E10,OMEGA PERMIS,Grand Est,Enseignement,59,7,14.25
1.1788288078E10,OPALE CONSEIL,Île-de-France,RH gestion,414,7,15.72
5.3351041135E10,ORHEA CONSEIL,Bretagne,"RH gestion, Comportementales",341,7,15.42
2.260027806E10,ORIENTEA,Hauts-de-France,Orientation,92,7,14.38
1.1788558578E10,OUI DRIVE,Île-de-France,Enseignement,359,7,15.50
1.1756414875E10,P2F,Île-de-France,RH gestion,64,7,14.27
1.1754421375E10,PAIDIA,Île-de-France,Comportementales,109,7,14.45
9.3131734013E10,PARCOURS LE MONDE- SUD EST,Provence-Alpes-Côte d'Azur,Orientation,64,7,14.27
9.3060701306E10,PERFECT FORMA,Provence-Alpes-Côte d'Azur,RH gestion,132,7,14.55
1.1770904277E10,PERMILIB,Île-de-France,Enseignement,49,7,14.20
5.3351195835E10,PHOENIX FORMATION,Bretagne,Enseignement,64,7,14.27
8.2380291238E10,PIERRE MORIZE CONSEIL,Auvergne-Rhône-Alpes,Comportementales,658,7,16.74
1.1751824575E10,PK CONSULTANTS,Île-de-France,Orientation,51,7,14.21
3.2590985759E10,POSIT!F,Hauts-de-France,Comportementales,1107,7,18.61
8.2260041726E10,POURQUOI PAS,Auvergne-Rhône-Alpes,Orientation,645,7,16.69
1.1754457075E10,PREVENT UP,Île-de-France,Comportementales,963,7,18.01
7.6341086234E10,PROFORMEA,Occitanie,RH gestion,180,7,14.75
2.6890116089E10,PROTECNIC - CREATIS,Bourgogne-Franche-Comté,Comportementales,188,7,14.78
7.3310808331E10,PROVALE FORMATION SARL,Occitanie,Orientation,1511,7,20.30
7.5331375533E10,QUALI O.F,Nouvelle-Aquitaine,Enseignement,34,7,14.14
8.2380496038E10,QUEQUET ERIC,Auvergne-Rhône-Alpes,Comportementales,462,7,15.93
9.3040094004E10,RB Provence Formation Conduite,Provence-Alpes-Côte d'Azur,Enseignement,234,7,14.97
7.2330577533E10,REALITES ET PROJETS CONSULTANTS,Nouvelle-Aquitaine,Comportementales,201,7,14.84
8.2380231738E10,RELIANCE SARL,Auvergne-Rhône-Alpes,"Enseignement, Comportementales",817,7,17.40
2.6210314121E10,RESERVES NATURELLES DE FRANCE,Bourgogne-Franche-Comté,Enseignement,40,7,14.17
5.3351081935E10,RESO'FORCES,Bretagne,"Enseignement, Comportementales",71,7,14.30
1.1921529592E10,RESONANCE 4,Île-de-France,Comportementales,212,7,14.88
9.1340251134E10,RESSOURCE ET PERFORMANCE,Occitanie,"RH gestion, Orientation",426,7,15.78
9.3840300584E10,RESSOURCES,Provence-Alpes-Côte d'Azur,Comportementales,227,7,14.95
8.4691722769E10,REVERTO,Auvergne-Rhône-Alpes,Comportementales,6820,7,42.42
1.1756447175E10,RHAPSODIES CONSEIL,Île-de-France,Comportementales,132,7,14.55
7.6341325834E10,RHP ASSOCIES,Occitanie,RH gestion,15,7,14.06
5.2440762944E10,RISE & CARE,Pays de la Loire,RH gestion,166,7,14.69
3.2020139302E10,RL FORMATIONS,Hauts-de-France,Enseignement,167,7,14.70
7.5331203633E10,SAGEC,Nouvelle-Aquitaine,RH gestion,29,7,14.12
7.6341269534E10,SANAE,Occitanie,RH gestion,26,7,14.11
7.2640196864E10,SARL ALBEDO CONSEIL,Nouvelle-Aquitaine,RH gestion,963,7,18.01
7.6820117982E10,SARL AUTO ECOLE ADAM,Occitanie,Enseignement,135,7,14.56
5.3220888022E10,SARL AUTO ECOLE BASILE FRANCK LECOCQ,Bretagne,Enseignement,176,7,14.73
9.1340586334E10,SARL CVH,Occitanie,Orientation,8401,7,49.00
2.4280163828E10,SARL  GOULAY,Centre-Val de Loire,Enseignement,322,7,15.34
3.1620189162E10,SARL LSI FORMATION LITTORAL INCENDIE SECOURISME,Hauts-de-France,Enseignement,254,7,15.06
9.420209952E10,SARL SCOLA PRIMA,Corse,Enseignement,272,7,15.13
7.2330970733E10,SAS,Nouvelle-Aquitaine,Enseignement,707,7,16.95
1.1755714975E10,SAS AIRAM MONTESSORI,Île-de-France,Enseignement,111,7,14.46
8.3430325243E10,SAS DOS MAJEUR,Auvergne-Rhône-Alpes,RH gestion,358,7,15.49
9.3840332684E10,SASU AUTREMENT 10,Provence-Alpes-Côte d'Azur,RH gestion,38,7,14.16
9.3131792813E10,SASU DREAM CONDUITE,Provence-Alpes-Côte d'Azur,Enseignement,267,7,15.11
3.2590911459E10,SCHOLA INGENIERIE SAS,Hauts-de-France,Enseignement,35,7,14.15
3.260033246E10,SECURITE FORMATION,Hauts-de-France,Enseignement,1832,7,21.63
1.1755274075E10,S.E.J.E.R.,Île-de-France,RH gestion,363,7,15.51
8.4380702738E10,SEMAWE,Auvergne-Rhône-Alpes,Comportementales,317,7,15.32
7.6311059131E10,SICO SERVICES FORMATION,Occitanie,Enseignement,164,7,14.68
1.1756267775E10,SILLAGES,Île-de-France,RH gestion,64,7,14.27
4.4540381254E10,SO BE US,Grand Est,RH gestion,86,7,14.36
7.5160117416E10,"SOCIETE FRANCAISE DE PSYCHANALYSE ADLERIENNE SUD OUEST DIT INSTITUT "" SUD OUEST """,Nouvelle-Aquitaine,Comportementales,58,7,14.24
2.4180127518E10,SOLOGNA NATURE & CULTURE,Centre-Val de Loire,Enseignement,80,7,14.33
1.1770757277E10,SOS CONDUITE,Île-de-France,Enseignement,580,7,16.42
7.5640480664E10,START 2000,Nouvelle-Aquitaine,Enseignement,48,7,14.20
2.4180144518E10,STOP AUTO ECOLE,Centre-Val de Loire,Enseignement,49,7,14.20
1.1930796793E10,STOP PERRINE,Île-de-France,Enseignement,205,7,14.85
8.2420064142E10,SYNERGIE ACTIONS,Auvergne-Rhône-Alpes,RH gestion,27,7,14.11
2.3270186427E10,TEAM CARO,Normandie,Enseignement,29,7,14.12
2.3760147927E10,TEMPTA,Normandie,Orientation,559,7,16.33
8.2690900969E10,TH CONSEIL,Auvergne-Rhône-Alpes,RH gestion,989,7,18.12
2.4370231237E10,THOMAS LEGRAND CONSULTANTS,Centre-Val de Loire,RH gestion,105,7,14.44
3.2591166959E10,TOP FORMA SOLUTIONS,Hauts-de-France,RH gestion,72,7,14.30
5.2720158272E10,TSG FRANCE,Pays de la Loire,Comportementales,104,7,14.43
2.7890164589E10,TTA-THE TRUSTED AGENCY,Bourgogne-Franche-Comté,Comportementales,352,7,15.47
1.1754785975E10,UMANEA,Île-de-France,Orientation,69,7,14.29
4.3250002125E10,UNION RÉGIONALE INTERFÉDÉRALE DES ORGANISMES PRIVÉS SANITAIRES ET SOCIAUX BOURGOGNE FRANCHE-COMTÉ,Bourgogne-Franche-Comté,RH gestion,144,7,14.60
3.1590823059E10,UPTIMIST SARL,Hauts-de-France,Comportementales,820,7,17.42
1.1754817475E10,VALEURS ET DEVELOPPEMENT,Île-de-France,RH gestion,747,7,17.11
1.1921370192E10,VENDEURS D'ELITE,Île-de-France,Comportementales,302,7,15.26
2.973120897E9,VIE SION INSERTION,Martinique,Orientation,80,7,14.33
7.630048833E10,VILA,Occitanie,Enseignement,104,7,14.43
1.1754694775E10,WAKE UP FORMATIONS,Île-de-France,Comportementales,822,7,17.43
7.630039033E10,WORKSAFE FRANCE,Occitanie,RH gestion,167,7,14.70
7.5331216433E10,XYLAN,Nouvelle-Aquitaine,RH gestion,130,7,14.54
3.260033366E10,YB CONSULTING,Hauts-de-France,Comportementales,669,7,16.79
7.6311300731E10,YMCA SERVICES OCCITANIE,Occitanie,RH gestion,55,7,14.23
8.2690656769E10,ABAQ CONSEIL,Auvergne-Rhône-Alpes,"RH gestion, Comportementales",836,8,19.48
1.1930958093E10,ACADEMIE DE BIJOUTERIE JOAILLERIE,Île-de-France,Enseignement,61,8,16.25
1.1755680775E10,ACADEMIE DU COACHING,Île-de-France,RH gestion,78,8,16.32
8.4691659869E10,ACAPELA RH,Auvergne-Rhône-Alpes,"Comportementales, Orientation",31,8,16.13
5.2850242685E10,ACCIOR FORMATION,Pays de la Loire,RH gestion,44,8,16.18
9.420209262E10,Accompagnement et Management de la Formation en Corse,Corse,Enseignement,129,8,16.54
5.2440461844E10,ACCOMPLIR,Pays de la Loire,RH gestion,469,8,17.95
7.2640392364E10,AC CONSULTING,Nouvelle-Aquitaine,RH gestion,77,8,16.32
2.7890134089E10,ACFV CONSULTANT - EMMANUEL KURC,Bourgogne-Franche-Comté,Comportementales,508,8,18.12
1.1940530894E10,ACT ' EMOT,Île-de-France,Comportementales,2253,8,25.39
1.1754734175E10,ACTION HANDICAP FRANCE,Île-de-France,RH gestion,390,8,17.62
1.1750878075E10,ACTION LOGEMENT FORMATION,Île-de-France,RH gestion,2514,8,26.48
9.8970443097E10,ADJUST RH,La Réunion,RH gestion,96,8,16.40
1.1754627975E10,AD LIBITUM CONSEIL,Île-de-France,"RH gestion, Comportementales",126,8,16.52
8.4692041969E10,ADVENT CONSEIL & FORMATION,Auvergne-Rhône-Alpes,RH gestion,215,8,16.90
3.1590881859E10,AF CONSEIL EURL,Hauts-de-France,RH gestion,613,8,18.55
7.3310129031E10,AGENCE D'INGENIERIE SOCIALE 3I,Occitanie,Orientation,589,8,18.45
8.2730027773E10,AGIRH Association Généraliste pour l'Insertion par les Ressources Humaines,Auvergne-Rhône-Alpes,Orientation,207,8,16.86
5.2440708744E10,AGYLEA FORMATION,Pays de la Loire,RH gestion,349,8,17.45
3.1590333059E10,AIDE AUX PERSONNES AGEES OU A HANDICAP MOTEUR,Hauts-de-France,RH gestion,235,8,16.98
1.1788391278E10,AJIS SAS,Île-de-France,Enseignement,253,8,17.05
7.2330470633E10,AJISSE PARTENAIRES,Nouvelle-Aquitaine,RH gestion,327,8,17.36
3.260040146E10,AL&CO,Hauts-de-France,Enseignement,575,8,18.40
