numeroDeclarationActivite,denomination,region,effectifFormateurs,stagiaires,production_estimee,macro_theme,multi_cert
7.5640625464E10,SHOKOLA,Nouvelle-Aquitaine,9,9,18.04,Tech/Digital,Non
2.1510109451E10,SMAG,Grand Est,9,150,18.62,Tech/Digital,Non
1.1756276075E10,SMART LEARN,Île-de-France,9,314,19.31,Autre,Non
1.1755592375E10,S.N. AFFIX,Île-de-France,9,50,18.21,Tech/Digital,Non
1.1920549692E10,SOC EUROPEENNE DE CONTROLE TECHNIQUE AUTOMOBILE (AUTOSUR),Île-de-France,9,4187,35.45,Industrie,Non
7.5640508564E10,SOCIAL ART SOLUTIONS,Nouvelle-Aquitaine,9,118,18.49,Autre,Non
3.2591172159E10,"SOCIETES IMMOBILIERES ET REGIONALES ASSOCIEES ""S.I.E.R.A.""",Hauts-de-France,9,781,21.25,Juridique,Non
2.260027866E10,SOLUROUTE EURL,Hauts-de-France,9,386,19.61,Soft Skills,Non
8.3630433963E10,SOPHRO CAP,Auvergne-Rhône-Alpes,9,1180,22.92,Santé,Non
7.630047083E10,SPART FORMATION,Occitanie,9,753,21.14,Industrie,Non
7.6311188131E10,SPIE INDUSTRIE,Occitanie,9,109,18.45,Industrie,Non
1.1910811791E10,SPORT BUSINESS ACADEMY,Île-de-France,9,216,18.90,Services,Oui
9.8973071897E10,SSIAP FORMATIONS,La Réunion,9,178,18.74,Sécurité,Oui
8.2260197226E10,STAJ AuRA (SERV TECHN ACTIVITES JEUNESSE Auvergne Rhône-Alpes),Auvergne-Rhône-Alpes,9,99,18.41,Soft Skills,Oui
1.1755797275E10,STARAQS (ex GRRIFES),Île-de-France,9,1935,26.06,Santé,Non
7.6311018731E10,STARTC SAS,Occitanie,9,291,19.21,Soft Skills,Oui
5.2440454344E10,STEUM,Pays de la Loire,9,493,20.05,Autre,Non
5.2490417349E10,STEVEN MERAND -MERAND FORMATION,Pays de la Loire,9,142,18.59,Autre,Non
7.6310826031E10,STOP L'AUTO ECOLE SARL,Occitanie,9,149,18.62,Soft Skills,Oui
4.4540377654E10,STRUCTURE REGIONALE D'APPUI GRAND EST,Grand Est,9,523,20.18,Autre,Non
4.4570421457E10,S-TYLE DE CONDUITE,Grand Est,9,204,18.85,Soft Skills,Non
7.6341266234E10,SUCCESS BUSINESS SCHOOL,Occitanie,9,20,18.08,Commerce/Gestion,Oui
1.1754917175E10,SUD AUTO ECOLE,Île-de-France,9,572,20.38,Soft Skills,Non
1.1941118994E10,SWITCHING FORMATION,Île-de-France,9,53,18.22,Autre,Non
8.2380246138E10,SYDEV,Auvergne-Rhône-Alpes,9,642,20.68,Commerce/Gestion,Non
1.1921929592E10,SYND NATION MATERIEL ARTICLE PROTECTION,Île-de-France,9,84,18.35,Sécurité,Non
1.1921185992E10,TAKOMA,Île-de-France,9,1266,23.27,Commerce/Gestion,Non
1.1755037075E10,TALENTPEOPLE,Île-de-France,9,23,18.10,Soft Skills,Oui
9.130016523E10,TARGET 9000,Occitanie,9,1092,22.55,Autre,Non
2.8760587476E10,TBS DISTRIBUTION,Normandie,9,226,18.94,Autre,Non
9.3830580983E10,TEAMSHELL,Provence-Alpes-Côte d'Azur,9,23,18.10,Autre,Non
8.2691266869E10,TEAMSQUARE,Auvergne-Rhône-Alpes,9,221,18.92,Tech/Digital,Non
8.2380412038E10,TECHNI CN,Auvergne-Rhône-Alpes,9,77,18.32,Industrie,Non
9.3131973113E10,TECHNIQUAL,Provence-Alpes-Côte d'Azur,9,285,19.19,Sécurité,Non
9.3840505084E10,TERRADN,Provence-Alpes-Côte d'Azur,9,172,18.72,Autre,Non
5.2440529944E10,TERRENA INNOVATION,Pays de la Loire,9,801,21.34,Industrie,Non
7.3310226631E10,THEATRE 2 L ACTE - CONFRERIE DU CANARD SAUVAGE,Occitanie,9,24,18.10,Autre,Non
1.1754369675E10,THEATRE DE LETHE COLLECTIF 2 PLUS,Île-de-France,9,19,18.08,Autre,Non
1.1922609992E10,THE CODE,Île-de-France,9,21,18.09,Commerce/Gestion,Oui
1.1753817775E10,The Myers Briggs Company Limited,Île-de-France,9,460,19.92,Soft Skills,Non
8.4260292126E10,THIERRY FARAUT CONSEIL FORMATION,Auvergne-Rhône-Alpes,9,116,18.48,Sécurité,Non
1.1930765793E10,THINKR,Île-de-France,9,211,18.88,Tech/Digital,Non
8.4692143569E10,THIS-IS-US,Auvergne-Rhône-Alpes,9,136,18.57,Autre,Oui
1.1921845992E10,TIME CONSULTING,Île-de-France,9,377,19.57,Langues,Non
1.1756487075E10,TISSAGES CONSEIL-FORMATION,Île-de-France,9,501,20.09,Juridique,Non
8.2740103074E10,TORNOS TECHNOLOGIES FRANCE FRANCE SAS,Auvergne-Rhône-Alpes,9,57,18.24,Industrie,Non
1.1910858191E10,TOURNEMAINCONSULT,Île-de-France,9,54,18.23,Autre,Oui
4.4080064508E10,TRAINING CENTER LA SUCRERIE,Grand Est,9,135,18.56,Sécurité,Non
3.2590994959E10,TREEZ,Hauts-de-France,9,166,18.69,Tech/Digital,Non
8.2730123273E10,TREMPLIN MARKETING VENTE,Auvergne-Rhône-Alpes,9,95,18.40,Langues,Non
2.973089697E9,UFOLEP,Martinique,9,305,19.27,Santé,Non
5.3351140435E10,UMANIMA FORMATION LED,Bretagne,9,163,18.68,Santé,Non
7.6341102234E10,UNE AUTRE LANGUE MONTPELLIER,Occitanie,9,328,19.37,Langues,Non
2.3270186627E10,UNION DEPARTEMENTALE DES PREMIERS SECOURS DE L'EURE',Normandie,9,276,19.15,Soft Skills,Non
1.1753981975E10,UNIRH THRANSITION,Île-de-France,9,625,20.60,Autre,Non
7.3820005182E10,UNIVERSITE POPULAIRE MONTAUBAN ASSOCIATION,Occitanie,9,71,18.30,Langues,Non
1.1755437175E10,UNIVERSITE VIRTUELLE FRANCOPHONE DE MEDECINE DU SPORT,Île-de-France,9,80,18.33,Santé,Non
8.2690805469E10,URHAJ AUVERGNE-RHONE-ALPES (UNION REGIONALE HABITAT DES JEUNES),Auvergne-Rhône-Alpes,9,68,18.28,Santé,Non
1.1930519193E10,URMET FRANCE,Île-de-France,9,417,19.74,Autre,Non
1.1922021792E10,UX REPUBLIC,Île-de-France,9,287,19.20,Tech/Digital,Non
1.1940959894E10,VAL DE LANGUES,Île-de-France,9,354,19.48,Langues,Non
3.2591186259E10,VAL'GARE,Hauts-de-France,9,309,19.29,Soft Skills,Non
3.2591178459E10,VALOXY ACADEMY,Hauts-de-France,9,51,18.21,Commerce/Gestion,Non
8.2691127669E10,VAL SOLUTIONS,Auvergne-Rhône-Alpes,9,1163,22.85,Commerce/Gestion,Non
2.4370349537E10,VANDA FORMATION,Centre-Val de Loire,9,265,19.10,Autre,Non
4.2670100367E10,VEGA TECHNIQUE,Grand Est,9,261,19.09,Autre,Non
1.1756161175E10,VENDOME FORMATION  (pole formation avenir),Île-de-France,9,201,18.84,Langues,Non
9.3131678213E10,VENUS CONSULTING,Provence-Alpes-Côte d'Azur,9,257,19.07,Commerce/Gestion,Non
9.3131345013E10,VIAXOFT,Provence-Alpes-Côte d'Azur,9,106,18.44,Tech/Digital,Non
8.4691587069E10,VIFFIL SOS FEMMES,Auvergne-Rhône-Alpes,9,386,19.61,Santé,Non
9.1340791134E10,VIGIPHARM,Occitanie,9,231,18.96,Santé,Non
9.3830446383E10,VIP&CO,Provence-Alpes-Côte d'Azur,9,88,18.37,Autre,Oui
1.1755153875E10,WALLIX,Île-de-France,9,296,19.23,Tech/Digital,Non
1.1921894292E10,WAVESTONE,Île-de-France,9,510,20.12,Autre,Non
9.3131739013E10,WEBER ENGLISH INSTITUTE,Provence-Alpes-Côte d'Azur,9,296,19.23,Autre,Non
7.2330845233E10,WEBSET,Nouvelle-Aquitaine,9,116,18.48,Soft Skills,Non
2.973471197E9,WE PERFORM ! CONSULTING ET FORMATION,Martinique,9,193,18.80,Autre,Oui
1.1755823175E10,WINDOO,Île-de-France,9,238,18.99,Commerce/Gestion,Non
5.3560984956E10,WINNOV SERVICES,Bretagne,9,150,18.62,Services,Non
1.1941071394E10,WORLD PERMIS CRETEIL,Île-de-France,9,178,18.74,Soft Skills,Non
1.1941025194E10,XYZ  formation,Île-de-France,9,1250,23.21,Commerce/Gestion,Non
5.2440425944E10,YASKAWA FRANCE,Pays de la Loire,9,495,20.06,Industrie,Non
2.8140371614E10,YBCONSULTANT,Normandie,9,248,19.03,Industrie,Non
7.5331176533E10,YOGAPOP PRODUCTIONS,Nouvelle-Aquitaine,9,287,19.20,Autre,Non
9.130038193E10,YOOZ,Occitanie,9,7460,49.08,Tech/Digital,Non
7.6341175434E10,YOUMIND,Occitanie,9,29,18.12,Commerce/Gestion,Non
1.973445297E9,YOUR PROJECT SOLUTION,Guadeloupe,9,197,18.82,Juridique,Oui
1.1754232175E10,2050NOW La Maison,Île-de-France,10,455,21.90,Autre,Non
1.1755315575E10,3DSOFT,Île-de-France,10,912,23.80,Tech/Digital,Non
1.1756832775E10,4SH,Île-de-France,10,95,20.40,Tech/Digital,Non
1.1754790775E10,55 SAS FIFTY FIVE,Île-de-France,10,393,21.64,Tech/Digital,Non
1.1754180675E10,ACADEMIE INTER MUSICALE DE PARIS,Île-de-France,10,157,20.65,Autre,Non
8.4691846269E10,ACADEMIE ZOUZOUS APPRENTISSAGE PROFESSIONNEL,Auvergne-Rhône-Alpes,10,128,20.53,Santé,Oui
2.550011195E10,ACADEMY DE LA FORMATION - SARL D.E.P.,Normandie,10,3948,36.45,Autre,Non
1.1756910775E10,ACANT,Île-de-France,10,256,21.07,Autre,Non
9.5970185297E10,A C BAT - ASSISTANCE CONSEIL EN BATIMENT,Guadeloupe,10,49,20.20,Industrie,Non
7.3310647731E10,ACCENT TONIQUE ASSOCIATION,Occitanie,10,48,20.20,Langues,Non
9.3131182613E10,ACCESSAVOIR,Provence-Alpes-Côte d'Azur,10,108,20.45,Industrie,Non
1.1921935692E10,ACCESSIT FORMATION,Île-de-France,10,1684,27.02,Autre,Non
8.2690324569E10,ACD CONSULTING,Auvergne-Rhône-Alpes,10,156,20.65,Soft Skills,Oui
4.4510223951E10,A.C.G.D.,Grand Est,10,210,20.88,Commerce/Gestion,Non
3.1590790259E10,ACQ FORM NORD,Hauts-de-France,10,806,23.36,Services,Non
8.4010202101E10,ACRONIS,Auvergne-Rhône-Alpes,10,1548,26.45,Autre,Non
1.1754982075E10,ACSES ASSOCIATION DES CHARGES DE SECURITE ETABLISSEMENTS DE SOINS,Île-de-France,10,116,20.48,Sécurité,Non
5.2490046649E10,ACSSC CANTON DE CHEMILLE,Pays de la Loire,10,113,20.47,Sécurité,Oui
4.4670775867E10,ACTECIL,Grand Est,10,1649,26.87,Juridique,Non
8.4380685338E10,ACTEFI,Auvergne-Rhône-Alpes,10,227,20.95,Services,Oui
8.2691161569E10,ACTE III CONSULTANTS,Auvergne-Rhône-Alpes,10,1072,24.47,Commerce/Gestion,Non
9.1340326634E10,ACTEURS ASS,Occitanie,10,2295,29.56,Soft Skills,Oui
7.5860188186E10,ACT'IN CAMPUS PRO,Nouvelle-Aquitaine,10,156,20.65,Commerce/Gestion,Oui
1.1930664793E10,ACTION   GESTION CONSULTING AGECONSULTING,Île-de-France,10,591,22.46,Sécurité,Non
5.4170129417E10,ACTION RH OPERATIONNEL,Nouvelle-Aquitaine,10,97,20.40,Soft Skills,Non
9.7970123497E10,ACTION SIDA MARTINIQUE,Martinique,10,115,20.48,Juridique,Non
1.1910315391E10,ACTIV'I.T,Île-de-France,10,145,20.60,Commerce/Gestion,Non
1.1921926092E10,ACUITIS FRANCE,Île-de-France,10,453,21.89,Autre,Non
1.1755092475E10,ADN GROUP,Île-de-France,10,512,22.13,Soft Skills,Non
4.1570236857E10,A.D.Q. CONSEILS,Grand Est,10,286,21.19,Autre,Non
4.1540211054E10,AEFP (ASSOCIATION EUROPEENNE DE FORMATION PROFESSIONNELLE),Grand Est,10,616,22.57,Autre,Non
8.4691597269E10,AEROSURETE,Auvergne-Rhône-Alpes,10,406,21.69,Services,Non
3.1590269359E10,A.F.E.E.P. MAUBEUGE SAMBRE LYCEE NOTRE DAME DE GRACE,Hauts-de-France,10,110,20.46,Autre,Non
7.2640038564E10,AFOG ASSOCIATION FORMATION GESTION,Nouvelle-Aquitaine,10,632,22.63,Soft Skills,Non
5.3351171835E10,AFORIANS,Bretagne,10,355,21.48,Santé,Non
1.1754280175E10,AGENT MAJEUR,Île-de-France,10,367,21.53,Soft Skills,Non
7.2330769233E10,AGIRA 33,Nouvelle-Aquitaine,10,75,20.31,Santé,Non
7.3310556631E10,AGO INGENIERIE FORMATION,Occitanie,10,897,23.74,Soft Skills,Non
5.3220533422E10,AGRICULTURE PAYSANNE DES COTES D'ARMOR,Bretagne,10,95,20.40,Autre,Non
5.3351138635E10,AGR L'ECOLE DE L'IMAGE,Bretagne,10,23,20.10,Autre,Oui
9.130037203E10,AGROOF,Occitanie,10,29,20.12,Autre,Non
5.3290986829E10,AGT,Bretagne,10,42,20.18,Industrie,Non
7.2330509833E10,AIM / ACTIONS INTER MEDIATION,Nouvelle-Aquitaine,10,363,21.51,Soft Skills,Non
7.3120076312E10,ALBOUY ASSOCIES FORMATION SARL,Occitanie,10,187,20.78,Commerce/Gestion,Non
3.2620279162E10,A L'ECOLE DES CHEFS,Hauts-de-France,10,511,22.13,Services,Non
4.1540049154E10,ALEXIS,Grand Est,10,157,20.65,Services,Non
1.1930588993E10,ALINEA,Île-de-France,10,1430,25.96,Juridique,Non
1.1756271875E10,ALINEA PLUS,Île-de-France,10,118,20.49,Santé,Non
7.4230025823E10,ALISO,Nouvelle-Aquitaine,10,93,20.39,Commerce/Gestion,Non
7.5160100416E10,ALLIANCE DU NUMERIQUE,Nouvelle-Aquitaine,10,80,20.33,Commerce/Gestion,Non
7.2240081224E10,ALLIANCE EUROPEENNE,Nouvelle-Aquitaine,10,37,20.15,Langues,Oui
9.3060550906E10,ALLIANCE INTERNATIONALE,Provence-Alpes-Côte d'Azur,10,31,20.13,Langues,Non
9.3060920006E10,ALL IN PERFORMANCE,Provence-Alpes-Côte d'Azur,10,45,20.19,Soft Skills,Non
1.1756031075E10,ALMELIA SESSION,Île-de-France,10,271,21.13,Langues,Non
8.4260341226E10,ALPHEA CORP EAAS,Auvergne-Rhône-Alpes,10,96,20.40,Commerce/Gestion,Oui
9.7970208397E10,ALTAY,Martinique,10,55,20.23,Soft Skills,Non
3.2591034359E10,ALTERAMA FORMATION,Hauts-de-France,10,199,20.83,Commerce/Gestion,Non
1.1754643875E10,ALTER BRASILIS,Île-de-France,10,113,20.47,Langues,Non
9.3830566083E10,AMAY FORMATION,Provence-Alpes-Côte d'Azur,10,67,20.28,Langues,Non
1.1755075475E10,AMELKIS,Île-de-France,10,628,22.62,Commerce/Gestion,Non
8.2740166174E10,AMETIS,Auvergne-Rhône-Alpes,10,200,20.83,Autre,Oui
1.1754372375E10,AMICALE DU NID POLE FORMATION,Île-de-France,10,1039,24.33,Santé,Non
9.3060698606E10,ANAXIL,Provence-Alpes-Côte d'Azur,10,249,21.04,Autre,Non
1.1754652975E10,ANIMAE CONSEIL,Île-de-France,10,937,23.90,Soft Skills,Non
2.973254297E9,ANTILLES TOURISME MANAGEMENT & FORMATION,Martinique,10,136,20.57,Services,Oui
5.2440517644E10,APC MANAGEMENT,Pays de la Loire,10,3132,33.05,Commerce/Gestion,Oui
2.850012815E10,APTIMA RESSOURCES HUMAINES,Normandie,10,370,21.54,Soft Skills,Oui
4.973207197E9,ARCAS FORMATION SAS,La Réunion,10,642,22.68,Santé,Non
8.2070081807E10,ARDROM FORMATION,Auvergne-Rhône-Alpes,10,2052,28.55,Services,Non
8.2690806669E10,ARNAUD GARDAIR SANDRA,Auvergne-Rhône-Alpes,10,20,20.08,Santé,Non
7.3310196031E10,A.R.P.A. MIDI PYRENEES (ASS.),Occitanie,10,142,20.59,Autre,Non
3.1620215962E10,ARTOIS FORMATION SAS,Hauts-de-France,10,2100,28.75,Industrie,Non
1.1755421875E10,ARX IT,Île-de-France,10,352,21.47,Tech/Digital,Non
4.2670374167E10,ASIM Alsace  ASSOCIATION SERVICES INDUSTRIELS DE  LA METALLURGIE Alsace,Grand Est,10,417,21.74,Juridique,Non
9.3060777206E10,ASKILL FORMATION,Provence-Alpes-Côte d'Azur,10,145,20.60,Langues,Non
1.1755138775E10,ASNDV,Île-de-France,10,512,22.13,Santé,Non
8.3430314443E10,ASS° DE GESTION ET DE COMPTABILITE DE HAUTE-LOIRE,Auvergne-Rhône-Alpes,10,364,21.52,Industrie,Non
7.5640494564E10,ASS FAMILLE ENFANCE EDUCATION POPULAIRE,Nouvelle-Aquitaine,10,126,20.52,Autre,Non
8.4692010769E10,ASS LUTTE CONTRE LE SIDA FORMATION,Auvergne-Rhône-Alpes,10,72,20.30,Santé,Non
4.2680159268E10,ASSO CENTRE SOCIO CULTUREL LA PASSERELLE,Grand Est,10,183,20.76,Santé,Non
5.2440449944E10,"ASSOCIATION AGAPES, CENTRE D'ANALYSE DU GESTE, DE LA POSTURE ET EVALUATION DU SPORTIF",Pays de la Loire,10,122,20.51,Santé,Non
9.1340771734E10,ASSOCIATION AGATHOISE DE SAUVETAGE ET DE SECOURISME-AASS,Occitanie,10,671,22.80,Sécurité,Non
7.6340953334E10,ASSOCIATION AGIR,Occitanie,10,48,20.20,Services,Non
7.3810076481E10,ASSOCIATION ARALIA,Occitanie,10,362,21.51,Autre,Non
1.1755223775E10,ASSOCIATION Aventurine & Cies,Île-de-France,10,51,20.21,Autre,Non
2.6210348521E10,ASSOCIATION BOURGUIGNONNE DES ACTEURS DE LA SIMULATION EN SANTE,Bourgogne-Franche-Comté,10,66,20.27,Santé,Non
7.2330814233E10,ASSOCIATION CADRES ENTRAIDE,Nouvelle-Aquitaine,10,48,20.20,Soft Skills,Non
7.3460036946E10,ASSOCIATION CENTRE DE FORMATION DES TAXIS LOTOIS(CFT 46),Occitanie,10,180,20.75,Autre,Non
7.2330751533E10,ASSOCIATION DE DEVELOPPEMENT DE L'APICULTURE EN NOUVELLE AQUITAINE / ADANA,Nouvelle-Aquitaine,10,109,20.45,Industrie,Non
8.2420256442E10,ASSOCIATION DEPARTEMENTALE POUR LA GESTION ET LA PROMOTION DU DISPOSITIF ECOLE DE LA 2° CHANCE DE LA LOIRE,Auvergne-Rhône-Alpes,10,161,20.67,Soft Skills,Non
5.2440598244E10,ASSOCIATION DES SECOURISTES FRANCAIS CROIX BLANCHE,Pays de la Loire,10,777,23.24,Soft Skills,Non
1.1753824475E10,ASSOCIATION FRANCAISE DES ORCHESTRES,Île-de-France,10,134,20.56,Juridique,Non
1.1753369575E10,ASSOCIATION  JEUNESSE   AVENIR,Île-de-France,10,1608,26.70,Soft Skills,Non
2.8760577876E10,Association La Boussole,Normandie,10,201,20.84,Santé,Non
3.280019388E10,ASSOCIATION LA PROVIDENCE,Hauts-de-France,10,134,20.56,Industrie,Non
9.3131694513E10,ASSOCIATION LE GRENIER DU CORPS,Provence-Alpes-Côte d'Azur,10,11,20.05,Autre,Non
4.4540408954E10,ASSOCIATION LOUIS BEAULIEU,Grand Est,10,249,21.04,Soft Skills,Non
1.1755077275E10,ASSOCIATION LUDOTHEQUES FRANCAISES,Île-de-France,10,160,20.67,Autre,Non
3.2620295662E10,ASSOCIATION OPALE SECOURISME,Hauts-de-France,10,1364,25.68,Autre,Non
1.1930007893E10,ASSOCIATION PHILOTECHNIQUE DE SAINT DENIS,Île-de-France,10,450,21.88,Langues,Non
9.3131494713E10,ASSOCIATION POUR LA PROMOTION DE LA TRADUCTION LITTERAIRE,Provence-Alpes-Côte d'Azur,10,55,20.23,Autre,Non
9.3130758713E10,Association pour le Développement et l'Insertion professionnelle par la Formation,Provence-Alpes-Côte d'Azur,10,352,21.47,Autre,Non
8.2380548738E10,Association pour le Renouveau de l'Herboristerie - Institut Français de l'Herboristerie,Auvergne-Rhône-Alpes,10,154,20.64,Autre,Non
9.3131032813E10,ASSOCIATION PREVENTION AUTISME RECHERCHE,Provence-Alpes-Côte d'Azur,10,458,21.91,Soft Skills,Non
1.1755262475E10,ASSOCIATION PROCESSUS RECHERCHE,Île-de-France,10,414,21.73,Soft Skills,Non
7.6311059031E10,ASSOCIATION REGIONALE POUR LA QUALITE DES SOINS ET LA SECURITE DES PATIENTS EN REGION OCCITANIE,Occitanie,10,110,20.46,Santé,Non
1.1754090375E10,ASSOCIATION SOMA,Île-de-France,10,104,20.43,Soft Skills,Non
9.130033163E10,Association sportive de Formation secourisme et incendie,Occitanie,10,363,21.51,Soft Skills,Non
8.4380680638E10,ASS SPORT POSTE FRANCE TELECOM - CENTRE NATIONAL DE FORMATION AUX METIERS DU SPORT,Auvergne-Rhône-Alpes,10,14,20.06,Services,Non
8.2420237242E10,ASS ST VINCENT - LYCEE AGRICOLE PRIVE ST ANDRE,Auvergne-Rhône-Alpes,10,21,20.09,Industrie,Non
1.1753507075E10,ASS TECHNIQUE DE TRAITEMENT THERMIQUE,Île-de-France,10,219,20.91,Industrie,Non
8.2691347969E10,ASTER FORMATION,Auvergne-Rhône-Alpes,10,185,20.77,Langues,Non
7.6310992931E10,ASTERISK FORMATION,Occitanie,10,1752,27.30,Autre,Non
1.1780461178E10,ATELIER D'ARTS APPLIQUES DU VE SINET,Île-de-France,10,14,20.06,Autre,Non
7.2640141864E10,ATELIER LAN BERRI,Nouvelle-Aquitaine,10,419,21.75,Commerce/Gestion,Non
1.1921437492E10,ATID CONSULTING,Île-de-France,10,250,21.04,Santé,Non
8.2380406738E10,ATOUT CORDE,Auvergne-Rhône-Alpes,10,437,21.82,Industrie,Non
4.973119397E9,ATOUTS SERVICES ENTREPRISES ET FORMATION,La Réunion,10,69,20.29,Santé,Oui
1.1940668794E10,AUDIGNY FORMATION,Île-de-France,10,41,20.17,Commerce/Gestion,Non
5.2440541744E10,AUTHENTIC GROUP,Pays de la Loire,10,87,20.36,Tech/Digital,Non
1.1910946491E10,AUTO AINCAULE,Île-de-France,10,3,20.01,Autre,Non
8.2690520669E10,AUTO ECOLE CARNOT,Auvergne-Rhône-Alpes,10,291,21.21,Autre,Non
5.3290954529E10,AUTO ECOLE DES 4 MOULINS,Bretagne,10,171,20.71,Autre,Non
7.3460047946E10,AUTO ECOLE DOS SANTOS ET FILS,Occitanie,10,1022,24.26,Autre,Non
7.6810139981E10,AUTO ECOLE ECF PICCO PECHBERTY SARL,Occitanie,10,267,21.11,Soft Skills,Non
3.1620275662E10,AUTO ECOLE HERMANT   SAS VGS,Hauts-de-France,10,89,20.37,Autre,Non
2.4280159228E10,AUTO-ECOLE JULOME - SARL,Centre-Val de Loire,10,130,20.54,Services,Non
2.1510173751E10,AUTO ECOLE MIREILLE,Grand Est,10,603,22.51,Autre,Non
8.4420345642E10,AUTO ECOLE PILOTE - SARL KIRIEL GENTES,Auvergne-Rhône-Alpes,10,130,20.54,Soft Skills,Non
7.5160113316E10,AUTO ECOLE PLEIN SUD,Nouvelle-Aquitaine,10,162,20.68,Soft Skills,Non
7.5870167187E10,AUTO-ECOLE RAFFIER,Nouvelle-Aquitaine,10,131,20.55,Autre,Non
8.2380326238E10,AUTO ECOLE ROUE LIBRE,Auvergne-Rhône-Alpes,10,1,20.00,Soft Skills,Non
2.8140305014E10,Auto Ecole SIMONET,Normandie,10,456,21.90,Soft Skills,Non
1.1755593675E10,AUTO ECOLE SOULT,Île-de-France,10,293,21.22,Autre,Non
2.973096397E9,AUTO ECOLE ZENOKI,Martinique,10,53,20.22,Services,Non
4.973259797E9,AUTO-MOTO ECOLE DU BUTOR,La Réunion,10,294,21.23,Soft Skills,Non
7.6660225866E10,AUTO MOTO ECOLE OLISA LECOURT,Occitanie,10,191,20.80,Soft Skills,Non
5.3220812822E10,AVANT-PREMIERES,Bretagne,10,539,22.25,Industrie,Oui
3.1590847559E10,AVEC DES MOTS MEDIATION ASSOCIATION,Hauts-de-France,10,365,21.52,Juridique,Non
7.6460078046E10,AVEHO SOFTS & SERVICES,Occitanie,10,808,23.37,Tech/Digital,Non
8.2380483238E10,AVENIR PRO FORMATIONS,Auvergne-Rhône-Alpes,10,97,20.40,Commerce/Gestion,Oui
8.4740468974E10,AVIALPES,Auvergne-Rhône-Alpes,10,94,20.39,Autre,Non
7.6341224734E10,AXE ET FORMATION,Occitanie,10,82,20.34,Autre,Non
3.260038486E10,AZERTAF,Hauts-de-France,10,96,20.40,Autre,Non
4.4670620267E10,BDR THERMEA FRANCE,Grand Est,10,1880,27.83,Industrie,Non
3.280022408E10,BE BACK MEDIAS,Hauts-de-France,10,108,20.45,Industrie,Non
5.2440189244E10,BELLEVUE FORMATION,Pays de la Loire,10,553,22.30,Autre,Non
7.3310767731E10,BELLITAS SAS,Occitanie,10,558,22.32,Santé,Non
9.3130800213E10,BELY PASCAL CONSULTANT,Provence-Alpes-Côte d'Azur,10,692,22.88,Santé,Non
1.1930549477E10,BERGERAT MONNOYEUR,Île-de-France,10,177,20.74,Industrie,Non
1.1920924892E10,BERTRAND FRANCHISE FORMATION,Île-de-France,10,253,21.05,Commerce/Gestion,Non
1.1910790191E10,b-FM Formation & CTRL,Île-de-France,10,519,22.16,Services,Non
7.2640348464E10,BIARRITZ SAUVETAGE COTIER,Nouvelle-Aquitaine,10,403,21.68,Sécurité,Non
1.1756389775E10,BIRD & BIRD,Île-de-France,10,149,20.62,Juridique,Non
7.5240240324E10,BIS FORMATION 33,Nouvelle-Aquitaine,10,157,20.65,Soft Skills,Non
4.4540426654E10,BOOSTS FORMATIONS,Grand Est,10,293,21.22,Autre,Oui
5.3220911122E10,BOREALE,Bretagne,10,110,20.46,Santé,Non
2.6580048458E10,BOURGOGNE FORMATION INCENDIE ET SECURITE AU TRAVAIL,Bourgogne-Franche-Comté,10,2154,28.98,Sécurité,Non
7.3310593831E10,BRASSART TOULOUSE,Occitanie,10,1,20.00,Autre,Non
7.6311082031E10,BVMH FORMATION,Occitanie,10,416,21.73,Industrie,Oui
2.7210364421E10,BWA FORMATION,Bourgogne-Franche-Comté,10,62,20.26,Services,Non
1.1753807375E10,BY.O,Île-de-France,10,205,20.85,Commerce/Gestion,Non
2.4360072036E10,C2FPA - CENTRE FRANCAIS DE FORMATION DES POMPIERS D'AEROPORT,Centre-Val de Loire,10,831,23.46,Autre,Non
3.2591149459E10,CABINET OULAD,Hauts-de-France,10,178,20.74,Autre,Oui
1.1950536095E10,CABINET PREVENTION INCENDIE ILE DE FRANCE NORD,Île-de-France,10,1764,27.35,Sécurité,Non
3.1590778059E10,CADIS FORMATIONS SARL,Hauts-de-France,10,1438,25.99,Soft Skills,Oui
9.3130726013E10,CAFE DANSE ASSOCIATION,Provence-Alpes-Côte d'Azur,10,21,20.09,Soft Skills,Non
8.2380591138E10,CALUEN - LES PETITS BILINGUES,Auvergne-Rhône-Alpes,10,48,20.20,Langues,Non
8.4691668969E10,CAMPUS ALUMINIUM INSTALLUX,Auvergne-Rhône-Alpes,10,102,20.43,Industrie,Non
4.2670254667E10,CAP INFO,Grand Est,10,174,20.73,Industrie,Non
5.2490200249E10,CAPITAL HOMME,Pays de la Loire,10,952,23.97,Commerce/Gestion,Oui
9.3840546184E10,CAP NUMERIQUE,Provence-Alpes-Côte d'Azur,10,507,22.11,Autre,Non
8.4380806738E10,CARISK FORMATION,Auvergne-Rhône-Alpes,10,387,21.61,Soft Skills,Non
8.2690922469E10,CARL INTERNATIONAL,Auvergne-Rhône-Alpes,10,1746,27.27,Tech/Digital,Non
9.3840293584E10,CAROLE HADJ MAHDI,Provence-Alpes-Côte d'Azur,10,784,23.27,Soft Skills,Non
5.2440812144E10,CBF 360 FORMATION,Pays de la Loire,10,356,21.48,Autre,Non
